pid	age	sex
2029		
2029		
2029		
2029		
2038	44	1
2038		
2038		
2038		
2038		
2038		
2038		
2038		
2038		
2038		
2038		
2039	41	2
2039		
2039		
2039		
2039		
2039		
2039		
2039		
2039		
2039		
2039		
2039		
2043	61	1
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2043		
2044	59	1
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2044		
2045	48	1
2045		
2045		
2045		
2045		
2045		
2045		
2045		
2046	79	1
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2046		
2047	68	2
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2047		
2048	78	1
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2048		
2049	34	1
2049		
2049		
2049		
2049		
2049		
2049		
2049		
2049		
2050	56	2
2050		
2050		
2050		
2050		
2050		
2050		
2050		
2050		
2050		
2050		
2051	74	2
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2051		
2053	65	2
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2053		
2054	74	2
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2054		
2056	34	2
2056		
2056		
2056		
2056		
2056		
2056		
2056		
2056		
2056		
2056		
2059	55	1
2059		
2059		
2059		
2059		
2059		
2059		
2059		
2059		
2059		
2060	51	1
2060		
2060		
2060		
2060		
2060		
2060		
2060		
2060		
2060		
2060		
2060		
2061	70	2
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2061		
2062	60	2
2062		
2062		
2062		
2062		
2062		
2062		
2062		
2062		
2062		
2063	59	1
2063		
2063		
2063		
2063		
2063		
2063		
2063		
2063		
2063		
2063		
2068	42	2
2068		
2068		
2068		
2068		
2068		
2068		
2073	63	1
2073		
2073		
2073		
2073		
2073		
2073		
2073		
2073		
2073		
2074	49	1
2074		
2074		
2074		
2074		
2074		
2074		
2074		
2074		
2074		
2078	47	2
2078		
2078		
2078		
2078		
2078		
2078		
2078		
2078		
2078		
2078		
2078		
2082	58	1
2082		
2082		
2082		
2082		
2082		
2082		
2082		
2082		
2082		
2082		
2083	39	1
2083		
2083		
2083		
2083		
2083		
2083		
2083		
2083		
2088	60	2
2088		
2088		
2088		
2088		
2088		
2088		
2088		
2088		
2091	61	1
2091		
2091		
2091		
2091		
2091		
2091		
2091		
2091		
2091		
2092	58	1
2092		
2092		
2092		
2092		
2092		
2092		
2092		
2092		
2092		
2093		1
2093		
2093		
2093		
2093		
2093		
2093		
2093		
2094	65	2
2094		
2094		
2094		
2094		
2094		
2094		
2094		
2094		
2097	38	1
2097		
2097		
2097		
2097		
2097		
2097		
2097		
2097		
2097		
2097		
2099	45	1
2099		
2099		
2099		
2099		
2099		
2099		
2099		
2099		
2100	51	1
2100		
2100		
2100		
2100		
2100		
2100		
2100		
2100		
2100		
2100		
2106	32	1
2106		
2106		
2106		
2106		
2106		
2106		
2106		
2106		
2106		
2106		
2107	51	2
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2107		
2108	75	1
2108		
2108		
2108		
2108		
2108		
2108		
2108		
2108		
2109	55	2
2109		
2109		
2109		
2109		
2109		
2109		
2109		
2109		
2111	64	2
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2111		
2115	55	1
2115		
2115		
2115		
2115		
2115		
2115		
2115		
2115		
2115		
2115		
2115		
2116	71	1
2116		
2116		
2116		
2116		
2116		
2116		
2116		
2116		
2117	28	2
2117		
2117		
2117		
2117		
2117		
2117		
2117		
2117		
2117		
2117		
2118	56	1
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2118		
2119	50	1
2119		
2119		
2119		
2119		
2119		
2119		
2119		
2119		
2119		
2120	40	1
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2120		
2121	43	2
2121		
2121		
2121		
2121		
2121		
2121		
2123	59	1
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2123		
2124	72	1
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2124		
2125	60	2
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2125		
2126	55	2
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2126		
2128	41	2
2128		
2128		
2128		
2128		
2128		
2128		
2129	29	2
2129		
2129		
2129		
2129		
2129		
2129		
2131	51	1
2131		
2131		
2131		
2131		
2131		
2131		
2131		
2131		
2131		
2132	61	1
2132		
2132		
2132		
2132		
2132		
2132		
2132		
2132		
2136	60	1
2136		
2136		
2136		
2136		
2136		
2136		
2136		
2136		
2137	48	1
2137		
2137		
2137		
2137		
2137		
2137		
2137		
2139	33	2
2139		
2139		
2139		
2139		
2139		
2140	57	1
2140		
2140		
2140		
2140		
2140		
2140		
2140		
2140		
2140		
2140		
2140		
2141	53	1
2141		
2141		
2141		
2141		
2141		
2141		
2141		
2141		
2141		
2141		
2141		
2142	27	2
2142		
2142		
2142		
2142		
2142		
2142		
2142		
2142		
2143	52	1
2143		
2143		
2143		
2143		
2143		
2143		
2143		
2143		
2144	61	1
2144		
2144		
2144		
2144		
2144		
2144		
2144		
2144		
2149	60	2
2149		
2149		
2149		
2149		
2149		
2149		
2149		
2149		
2149		
2149		
2150	54	1
2150		
2150		
2150		
2150		
2150		
2150		
2150		
2150		
2150		
2150		
2150		
2151	50	1
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2151		
2153	46	1
2153		
2153		
2153		
2153		
2153		
2153		
2153		
2153		
2153		
2154	80	1
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2154		
2156	61	2
2156		
2156		
2156		
2156		
2156		
2156		
2156		
2156		
2156		
2158	38	1
2158		
2158		
2158		
2158		
2158		
2158		
2158		
2159	59	1
2159		
2159		
2159		
2159		
2159		
2159		
2159		
2159		
2159		
2159		
2160	48	1
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2160		
2161	61	2
2161		
2161		
2161		
2161		
2161		
2161		
2161		
2161		
2162	42	1
2162		
2162		
2162		
2162		
2162		
2162		
2162		
2162		
2162		
2162		
2163	33	1
2163		
2163		
2163		
2163		
2163		
2163		
2163		
2163		
2166	61	2
2166		
2166		
2166		
2166		
2166		
2166		
2167	52	2
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2167		
2173	64	2
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2173		
2174	54	1
2174		
2174		
2174		
2174		
2174		
2174		
2174		
2174		
2175	40	1
2175		
2175		
2175		
2175		
2175		
2176	49	2
2176		
2176		
2176		
2176		
2176		
2176		
2176		
2176		
2176		
2176		
2177	46	2
2177		
2177		
2177		
2177		
2177		
2177		
2178	38	1
2178		
2178		
2178		
2178		
2178		
2178		
2178		
2178		
2178		
2180	46	2
2180		
2180		
2180		
2180		
2180		
2180		
2180		
2180		
2181	58	1
2181		
2181		
2181		
2181		
2181		
2181		
2181		
2181		
2181		
2182	51	2
2182		
2182		
2182		
2182		
2182		
2182		
2182		
2182		
2182		
2183	65	1
2183		
2183		
2183		
2183		
2183		
2183		
2183		
2183		
2183		
2184	20	2
2184		
2184		
2184		
2184		
2184		
2184		
2185	68	2
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2185		
2192	36	2
2192		
2192		
2192		
2192		
2192		
2192		
2200	44	1
2200		
2200		
2200		
2200		
2200		
2200		
2200		
2200		
2201	31	2
2201		
2201		
2201		
2201		
2201		
2201		
2201		
2202	60	1
2202		
2202		
2202		
2202		
2202		
2202		
2202		
2202		
2202		
2202		
2202		
2203	44	1
2203		
2203		
2203		
2203		
2203		
2203		
2203		
2204	63	2
2204		
2204		
2204		
2204		
2204		
2204		
2204		
2204		
2204		
2204		
2204		
2205	69	2
2205		
2205		
2205		
2205		
2205		
2205		
2205		
2205		
2205		
2205		
2206	54	1
2206		
2206		
2206		
2206		
2206		
2206		
2207	61	2
2207		
2207		
2207		
2207		
2207		
2207		
2207		
2207		
2207		
2207		
2207		
2208	57	1
2208		
2208		
2208		
2208		
2208		
2208		
2208		
2208		
2208		
2209	60	1
2209		
2209		
2209		
2209		
2209		
2209		
2209		
2209		
2209		
2210	54	1
2210		
2210		
2210		
2210		
2210		
2210		
2210		
2210		
2210		
2211	74	1
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2211		
2212	48	1
2212		
2212		
2212		
2212		
2212		
2212		
2212		
2212		
2212		
2212		
2213	72	2
2213		
2213		
2213		
2213		
2213		
2213		
2213		
2213		
2213		
2213		
2213		
2214	47	1
2214		
2214		
2214		
2214		
2214		
2214		
2214		
2214		
2214		
2214		
2216	67	1
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2216		
2217	56	2
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2217		
2218	42	1
2218		
2218		
2218		
2218		
2218		
2218		
2218		
2218		
2218		
2218		
2218		
2220	17	2
2220		
2220		
2220		
2220		
2220		
2220		
2220		
2220		
2220		
2224	48	1
2224		
2224		
2224		
2224		
2224		
2224		
2224		
2224		
2228	67	1
2228		
2228		
2228		
2228		
2228		
2228		
2229	49	1
2229		
2229		
2229		
2229		
2229		
2230	67	2
2230		
2230		
2230		
2230		
2230		
2231	59	2
2231		
2231		
2231		
2231		
2231		
2232	34	1
2232		
2232		
2232		
2232		
2232		
2262	63	2
2262		
2262		
2262		
2262		
2262		
2264	43	1
2264		
2264		
2264		
2264		
2264		
2265	72	2
2265		
2265		
2265		
2265		
2265		
2276	41	1
2276		
2276		
2276		
2276		
2276		
2279	45	2
2279		
2279		
2279		
2279		
2279		
2280	60	1
2280		
2280		
2280		
2280		
2280		
2281	69	1
2281		
2281		
2281		
2281		
2281		
2283	67	1
2283		
2283		
2283		
2283		
2283		
2285	48	2
2285		
2285		
2285		
2285		
2285		
2289	42	2
2289		
2289		
2289		
2289		
2289		
2291	56	1
2291		
2291		
2291		
2291		
2291		
2295	51	1
2295		
2295		
2295		
2295		
2295		
2297	26	2
2297		
2297		
2297		
2297		
2297		
2311	32	2
2311		
2311		
2311		
2311		
2311		
2354	44	1
2354		
2354		
2354		
2354		
2354		
2698	58	1
2698		
2698		
2698		
2698		
2698		
